transaction_id,merchant_id,amount,payment_method,channel,region,account_age_days,device_age_days,velocity_1h,velocity_24h,distance_km,ip_risk,failed_attempts_24h,chargeback_history,new_device,new_account,night_txn,fraud
TXN0005223,M0281,28.28,card,android,IN-MH,601,172,4,11,51.3,0.4081,3,0,0,0,0,1
TXN0005224,M0059,359.27,card,android,IN-TN,1207,1181,5,14,79.3,0.278,0,0,0,0,1,0
TXN0005225,M0396,225.61,card,android,IN-DL,1527,645,1,7,70.9,0.1979,0,0,0,0,1,0
TXN0005226,M0313,148.73,netbanking,api,IN-WB,866,912,2,15,40.2,0.4375,2,0,0,0,0,0
TXN0005227,M0137,385.44,upi,android,IN-TN,907,799,6,9,29.3,0.3457,3,0,0,0,1,0
TXN0005228,M0340,208.51,netbanking,web,IN-TN,1155,49,1,6,61.6,0.4382,3,0,0,0,1,1
TXN0005229,M0294,289.56,card,api,IN-MH,1185,379,1,9,52.9,0.5141,1,0,0,0,1,0
TXN0005230,M0184,239.01,card,ios,IN-MH,1412,150,1,5,31.0,0.7392,2,0,0,0,0,0
TXN0005231,M0266,76.17,card,api,IN-KA,226,1163,0,2,118.9,0.1032,1,0,0,0,0,0
TXN0005232,M0283,863.69,upi,web,IN-WB,1718,444,3,8,36.4,0.3396,3,0,0,0,0,1
TXN0005233,M0325,625.59,upi,web,IN-MH,114,366,2,9,104.2,0.1913,4,0,0,0,1,1
TXN0005234,M0207,276.35,upi,android,IN-WB,426,1386,5,14,41.4,0.6708,2,0,0,0,1,0
TXN0005235,M0327,209.21,netbanking,web,IN-TN,1404,835,2,6,84.4,0.1509,1,1,0,0,0,0
TXN0005236,M0196,381.19,card,ios,IN-TN,507,487,3,10,77.8,0.339,4,0,0,0,0,0
TXN0005237,M0079,634.67,upi,api,IN-GJ,1077,936,0,6,164.8,0.3983,3,0,0,0,0,0
TXN0005238,M0367,1208.35,upi,ios,IN-MH,284,1101,0,6,41.9,0.3079,3,0,0,0,1,1
TXN0005239,M0257,104.74,upi,api,IN-DL,1483,885,5,13,42.5,0.3004,0,0,0,0,0,0
TXN0005240,M0032,512.23,netbanking,web,IN-GJ,541,683,1,4,80.5,0.1309,0,0,0,0,1,0
TXN0005241,M0127,164.97,card,ios,IN-MH,209,1259,2,8,19.3,0.1818,0,0,0,0,0,0
TXN0005242,M0238,36.01,netbanking,web,IN-KA,199,57,2,13,64.4,0.163,0,0,0,0,0,0
TXN0005243,M0157,416.14,upi,web,IN-WB,310,886,4,8,12.6,0.1157,1,0,0,0,0,0
TXN0005244,M0175,780.79,card,android,IN-MH,1318,1232,2,2,106.8,0.1363,0,0,0,0,0,0
TXN0005245,M0150,476.27,netbanking,web,IN-MH,114,1321,3,14,45.1,0.2399,0,0,0,0,0,0
TXN0005246,M0244,152.0,card,android,IN-TN,1075,1492,3,13,89.1,0.2821,1,0,0,0,0,0
TXN0005247,M0202,265.2,netbanking,web,IN-TN,1170,819,4,15,224.2,0.3613,2,0,0,0,1,1
TXN0005248,M0256,362.06,card,ios,IN-GJ,590,155,2,5,16.5,0.2094,0,0,0,0,0,0
TXN0005249,M0069,319.23,upi,web,IN-UP,1108,376,4,11,26.5,0.2164,1,0,0,0,1,0
TXN0005250,M0030,615.87,upi,android,IN-DL,528,261,2,6,170.0,0.224,2,0,0,0,0,0
TXN0005251,M0370,462.17,card,android,IN-GJ,766,1266,0,7,30.9,0.261,0,0,0,0,0,0
TXN0005252,M0326,100.9,upi,android,IN-KA,53,34,1,4,17.4,0.4651,0,1,0,0,0,0
TXN0005253,M0079,184.83,wallet,android,IN-GJ,244,139,5,6,116.1,0.1186,0,0,0,0,0,0
TXN0005254,M0071,108.66,upi,web,IN-DL,186,1374,1,5,25.0,0.5025,1,0,0,0,0,0
TXN0005255,M0047,211.49,wallet,android,IN-DL,43,1381,0,4,51.7,0.1521,0,1,0,0,0,0
TXN0005256,M0058,27.77,upi,android,IN-DL,606,1432,3,7,31.8,0.1145,0,0,0,0,0,0
TXN0005257,M0194,1237.95,card,web,IN-TN,466,241,0,4,47.3,0.0442,3,0,0,0,0,0
TXN0005258,M0146,82.54,wallet,web,IN-DL,462,1033,2,11,73.3,0.329,2,0,0,0,0,0
TXN0005259,M0114,107.75,upi,android,IN-MH,6,1089,3,7,112.4,0.1853,2,0,0,1,0,0
TXN0005260,M0264,195.53,card,android,IN-GJ,1416,1042,3,12,58.4,0.3506,1,0,0,0,0,0
TXN0005261,M0264,45.39,upi,ios,IN-TN,1707,502,2,5,43.4,0.1414,2,0,0,0,0,0
TXN0005262,M0289,128.71,netbanking,android,IN-GJ,1328,992,2,9,54.4,0.5023,2,0,0,0,0,0
TXN0005263,M0120,213.06,upi,web,IN-DL,307,842,3,11,30.8,0.1646,0,0,0,0,0,0
TXN0005264,M0035,936.0,wallet,api,IN-UP,1408,1073,4,6,50.6,0.3852,2,0,0,0,0,1
TXN0005265,M0228,207.48,netbanking,android,IN-KA,478,1160,5,13,78.2,0.3507,6,1,0,0,0,1
TXN0005266,M0372,119.98,card,android,IN-KA,543,943,4,12,22.6,0.343,4,0,0,0,0,1
TXN0005267,M0032,58.4,card,ios,IN-GJ,1437,1183,3,12,142.9,0.5091,2,0,0,0,0,0
TXN0005268,M0097,1527.31,upi,android,IN-MH,379,677,1,7,93.6,0.3693,2,0,0,0,1,0
TXN0005269,M0174,194.35,upi,web,IN-WB,1790,182,0,5,51.9,0.1146,1,0,0,0,0,0
TXN0005270,M0292,195.46,card,android,IN-MH,1542,242,5,8,88.0,0.1129,2,0,0,0,0,0
TXN0005271,M0001,45.67,upi,android,IN-UP,1117,860,4,12,98.1,0.4084,2,0,0,0,1,0
TXN0005272,M0005,304.2,upi,ios,IN-TN,909,1093,1,4,15.4,0.2199,0,0,0,0,0,0
TXN0005273,M0091,99.97,upi,web,IN-DL,456,107,0,5,21.0,0.1127,1,0,0,0,0,1
TXN0005274,M0108,784.17,upi,android,IN-UP,1177,992,3,7,73.4,0.2145,1,0,0,0,0,0
TXN0005275,M0159,286.39,card,web,IN-DL,815,571,3,11,15.6,0.4983,3,0,0,0,1,1
TXN0005276,M0303,203.97,netbanking,ios,IN-TN,1168,1349,4,8,77.2,0.2826,1,0,0,0,1,0
TXN0005277,M0121,47.95,card,web,IN-WB,108,1020,4,10,22.5,0.3828,1,0,0,0,0,0
TXN0005278,M0086,163.17,netbanking,web,IN-MH,666,1263,2,6,227.8,0.1762,0,0,0,0,0,0
TXN0005279,M0105,145.35,upi,android,IN-DL,197,704,3,9,91.9,0.3446,1,0,0,0,0,0
TXN0005280,M0131,203.55,wallet,web,IN-WB,744,942,1,5,66.2,0.147,1,0,0,0,1,0
TXN0005281,M0079,25.1,upi,android,IN-KA,1277,870,2,10,26.7,0.1965,0,0,0,0,0,0
TXN0005282,M0182,72.49,upi,ios,IN-UP,205,846,5,15,44.2,0.3751,0,0,0,0,0,0
TXN0005283,M0060,109.63,card,api,IN-GJ,1493,571,1,3,50.4,0.207,2,0,0,0,0,0
TXN0005284,M0067,296.83,upi,api,IN-TN,1487,1436,5,13,57.8,0.5213,0,0,0,0,0,0
TXN0005285,M0048,26.12,card,web,IN-WB,486,1227,2,10,147.4,0.4509,0,0,0,0,1,0
TXN0005286,M0359,716.71,wallet,android,IN-UP,349,693,2,11,84.3,0.5796,0,0,0,0,1,0
TXN0005287,M0039,623.24,upi,ios,IN-GJ,1329,1284,3,12,104.6,0.1913,3,0,0,0,0,0
TXN0005288,M0006,66.59,card,web,IN-TN,1379,1023,2,8,88.6,0.3578,0,0,0,0,0,0
TXN0005289,M0367,2125.98,card,android,IN-DL,1153,75,4,16,111.2,0.2794,2,0,0,0,0,1
TXN0005290,M0295,228.45,card,web,IN-KA,266,936,4,6,16.2,0.3336,2,0,0,0,0,0
TXN0005291,M0282,161.42,upi,web,IN-MH,917,905,7,18,108.6,0.6387,3,0,0,0,0,1
TXN0005292,M0260,326.05,upi,android,IN-KA,460,431,2,9,54.5,0.1258,1,0,0,0,0,0
TXN0005293,M0334,273.43,upi,web,IN-GJ,521,526,3,11,64.5,0.3949,7,0,0,0,0,0
TXN0005294,M0268,202.38,upi,web,IN-TN,1041,1267,2,7,93.5,0.3959,0,0,0,0,0,0
TXN0005295,M0355,60.85,card,web,IN-TN,1773,1141,3,9,6.3,0.3672,2,0,0,0,0,1
TXN0005296,M0063,116.25,card,android,IN-GJ,357,1474,5,12,36.7,0.2228,1,0,0,0,0,0
TXN0005297,M0237,257.3,upi,web,IN-UP,447,1121,3,18,8.0,0.7353,6,0,0,0,0,0
TXN0005298,M0290,414.5,upi,android,IN-TN,444,1357,3,7,52.3,0.5464,4,0,0,0,0,1
TXN0005299,M0037,759.39,upi,ios,IN-TN,376,294,2,9,114.3,0.067,3,0,0,0,0,0
TXN0005300,M0202,113.95,upi,web,IN-MH,1698,1227,3,15,195.3,0.3962,0,0,0,0,1,0
TXN0005301,M0319,194.84,upi,android,IN-MH,198,537,4,8,5.4,0.4668,1,0,0,0,1,0
TXN0005302,M0222,93.0,upi,ios,IN-WB,351,878,1,4,31.1,0.1538,1,0,0,0,0,0
TXN0005303,M0139,537.43,upi,api,IN-WB,1186,1347,2,6,150.2,0.3103,1,0,0,0,0,0
TXN0005304,M0266,131.84,wallet,api,IN-WB,631,920,7,12,382.5,0.4659,1,0,0,0,0,1
TXN0005305,M0207,99.99,card,android,IN-KA,1622,22,5,11,101.0,0.6001,1,0,0,0,0,0
TXN0005306,M0259,191.5,card,web,IN-TN,1067,802,3,7,81.7,0.1932,1,0,0,0,0,0
TXN0005307,M0128,33.78,netbanking,api,IN-UP,242,177,1,10,31.7,0.2614,1,0,0,0,1,0
TXN0005308,M0239,309.2,upi,web,IN-MH,869,1002,3,8,54.3,0.3742,2,0,0,0,0,1
TXN0005309,M0324,132.05,upi,android,IN-KA,188,199,1,13,35.8,0.2714,1,0,0,0,0,0
TXN0005310,M0328,2865.58,upi,api,IN-DL,768,271,8,15,108.5,0.465,1,0,0,0,0,1
TXN0005311,M0073,97.0,upi,web,IN-WB,1628,1421,3,9,10.0,0.1322,0,0,0,0,0,0
TXN0005312,M0076,137.77,card,web,IN-TN,863,951,3,6,104.8,0.3267,2,1,0,0,1,0
TXN0005313,M0237,497.8,card,android,IN-MH,1189,242,2,6,31.3,0.1865,1,1,0,0,0,1
TXN0005314,M0344,393.45,netbanking,api,IN-MH,697,944,1,9,136.2,0.422,1,0,0,0,0,0
TXN0005315,M0377,507.18,upi,ios,IN-MH,1744,671,3,6,35.2,0.339,2,1,0,0,0,0
TXN0005316,M0148,136.08,card,android,IN-UP,1072,433,2,5,3.2,0.3365,2,0,0,0,0,0
TXN0005317,M0081,57.17,card,ios,IN-GJ,1278,590,0,3,213.2,0.253,0,0,0,0,0,0
TXN0005318,M0111,2594.45,card,api,IN-DL,1434,1366,3,15,74.7,0.4822,2,0,0,0,0,1
TXN0005319,M0298,301.65,wallet,api,IN-DL,1389,964,2,7,184.4,0.3991,0,0,0,0,0,0
TXN0005320,M0375,225.58,upi,ios,IN-GJ,1696,1351,4,11,43.0,0.3467,0,1,0,0,1,0
TXN0005321,M0023,402.94,upi,web,IN-MH,831,1495,1,8,31.5,0.509,1,0,0,0,1,0
TXN0005322,M0003,48.9,card,api,IN-MH,292,996,3,10,39.4,0.2759,2,0,0,0,0,0
TXN0005323,M0265,114.04,card,web,IN-TN,429,321,2,7,24.7,0.2208,1,0,0,0,0,0
TXN0005324,M0082,63.43,card,android,IN-GJ,433,750,1,9,7.2,0.3412,1,0,0,0,0,0
TXN0005325,M0131,212.7,upi,ios,IN-DL,1024,1167,2,7,42.7,0.2392,3,0,0,0,0,0
TXN0005326,M0344,45.37,upi,web,IN-WB,158,128,1,4,44.1,0.1169,0,0,0,0,0,0
TXN0005327,M0155,353.09,netbanking,web,IN-KA,645,989,6,14,62.7,0.2745,2,0,0,0,0,0
TXN0005328,M0169,587.86,wallet,api,IN-MH,1314,692,5,13,26.0,0.4048,2,0,0,0,0,1
TXN0005329,M0025,566.62,netbanking,ios,IN-TN,846,851,1,5,8.8,0.193,0,0,0,0,0,0
TXN0005330,M0222,279.6,card,web,IN-UP,603,1048,3,13,39.1,0.4185,2,0,0,0,0,0
TXN0005331,M0349,218.15,card,web,IN-UP,928,726,5,10,29.6,0.5644,2,0,0,0,0,0
TXN0005332,M0397,118.51,card,ios,IN-GJ,233,8,3,9,76.5,0.5722,2,0,0,0,0,1
TXN0005333,M0361,281.89,card,web,IN-TN,48,53,2,8,13.2,0.2135,4,0,0,0,0,1
TXN0005334,M0308,161.28,netbanking,android,IN-DL,1296,453,3,8,204.7,0.5025,3,0,0,0,0,0
TXN0005335,M0114,27.75,upi,ios,IN-GJ,1095,299,4,12,150.8,0.2621,4,0,0,0,0,0
TXN0005336,M0048,97.15,wallet,android,IN-KA,1237,1185,1,5,31.4,0.0229,0,0,0,0,0,0
TXN0005337,M0142,397.53,netbanking,android,IN-KA,646,1484,1,3,41.7,0.1515,2,0,0,0,1,0
TXN0005338,M0151,58.39,upi,api,IN-MH,400,164,2,8,58.8,0.0953,0,0,0,0,0,0
TXN0005339,M0350,57.26,card,api,IN-MH,1461,945,5,11,41.8,0.2964,2,0,0,0,0,1
TXN0005340,M0030,147.42,card,ios,IN-TN,1319,1485,2,3,30.4,0.3257,1,0,0,0,0,0
TXN0005341,M0016,20.57,upi,ios,IN-DL,102,301,0,5,84.1,0.0776,0,0,0,0,1,0
TXN0005342,M0358,373.36,card,web,IN-KA,1740,621,4,12,41.9,0.3814,2,0,0,0,0,0
TXN0005343,M0307,341.77,card,api,IN-KA,1001,617,3,8,53.0,0.6367,5,0,0,0,1,0
TXN0005344,M0102,464.11,upi,android,IN-UP,530,792,3,12,9.7,0.2943,1,0,0,0,0,1
TXN0005345,M0330,224.57,wallet,android,IN-GJ,648,961,2,7,56.0,0.1785,3,0,0,0,0,0
TXN0005346,M0220,76.71,upi,web,IN-KA,986,858,4,14,44.8,0.4974,0,0,0,0,0,0
TXN0005347,M0219,52.61,card,ios,IN-UP,168,591,7,15,44.0,0.4343,4,0,0,0,0,1
TXN0005348,M0306,312.28,upi,ios,IN-GJ,146,430,4,9,73.5,0.3232,1,0,0,0,0,0
TXN0005349,M0312,368.11,card,web,IN-DL,745,267,2,6,159.2,0.1068,1,0,0,0,0,0
TXN0005350,M0334,58.92,card,web,IN-MH,1721,1040,2,12,30.3,0.3396,2,0,0,0,0,0
TXN0005351,M0225,51.54,card,api,IN-KA,737,663,2,11,33.7,0.2388,1,1,0,0,0,0
TXN0005352,M0222,176.61,card,web,IN-UP,1544,806,1,3,149.3,0.1959,2,0,0,0,0,0
TXN0005353,M0247,206.35,upi,web,IN-KA,1356,1245,3,8,45.2,0.2764,1,0,0,0,0,0
TXN0005354,M0333,458.44,upi,web,IN-GJ,1525,1369,4,13,22.6,0.3225,3,0,0,0,0,1
TXN0005355,M0181,349.09,card,android,IN-GJ,274,1348,2,9,21.3,0.1301,4,0,0,0,0,0
TXN0005356,M0167,166.16,card,android,IN-KA,1795,532,2,13,31.1,0.4369,3,0,0,0,1,1
TXN0005357,M0321,506.98,upi,ios,IN-GJ,1494,1323,2,6,41.0,0.6044,3,0,0,0,1,1
TXN0005358,M0383,126.9,card,android,IN-WB,1545,72,1,9,62.3,0.3821,2,0,0,0,0,0
TXN0005359,M0124,132.21,card,api,IN-KA,87,1146,4,13,30.1,0.2889,2,1,0,0,0,1
TXN0005360,M0286,420.41,card,web,IN-WB,480,812,1,4,13.2,0.1787,1,0,0,0,1,0
TXN0005361,M0026,468.96,card,android,IN-UP,928,291,1,9,92.8,0.1438,2,0,0,0,0,1
TXN0005362,M0002,481.39,card,android,IN-KA,1135,734,3,9,99.4,0.2654,1,0,0,0,0,1
TXN0005363,M0315,150.43,upi,web,IN-TN,1168,0,2,6,34.8,0.1993,2,0,1,0,0,0
TXN0005364,M0133,193.36,card,android,IN-KA,1761,1400,3,8,106.4,0.3716,0,0,0,0,1,0
TXN0005365,M0250,75.69,wallet,android,IN-DL,26,1048,3,8,69.6,0.4991,3,0,0,0,0,1
TXN0005366,M0091,442.71,card,android,IN-UP,451,926,4,17,33.2,0.1187,3,0,0,0,1,0
TXN0005367,M0006,99.65,upi,web,IN-MH,125,1376,4,11,41.4,0.0767,1,0,0,0,0,0
TXN0005368,M0140,24.44,card,android,IN-GJ,960,203,4,6,69.3,0.1057,2,0,0,0,0,0
TXN0005369,M0011,115.8,card,ios,IN-DL,493,53,6,14,124.8,0.3423,1,0,0,0,1,0
TXN0005370,M0319,76.49,card,android,IN-MH,1110,1281,2,5,16.4,0.1309,2,0,0,0,1,0
TXN0005371,M0344,12.01,upi,web,IN-WB,687,246,3,12,32.5,0.4641,1,0,0,0,0,0
TXN0005372,M0102,101.44,upi,ios,IN-MH,459,311,5,14,19.9,0.4193,2,0,0,0,1,1
TXN0005373,M0061,393.63,card,android,IN-UP,624,1185,2,8,138.4,0.1621,2,0,0,0,0,1
TXN0005374,M0290,272.23,netbanking,web,IN-UP,1136,803,3,17,47.2,0.5499,3,0,0,0,1,1
TXN0005375,M0351,271.72,upi,android,IN-KA,1748,1449,3,8,75.6,0.4259,0,0,0,0,0,0
TXN0005376,M0139,748.93,card,web,IN-UP,307,734,2,8,174.9,0.2359,0,0,0,0,0,0
TXN0005377,M0186,100.9,netbanking,api,IN-TN,301,281,2,9,43.1,0.2201,1,0,0,0,0,0
TXN0005378,M0117,57.26,card,web,IN-GJ,1733,728,0,3,80.6,0.3984,1,0,0,0,0,0
TXN0005379,M0191,294.98,upi,ios,IN-KA,1603,410,4,15,83.9,0.4126,0,0,0,0,0,0
TXN0005380,M0098,257.24,netbanking,android,IN-WB,1605,963,1,6,54.6,0.2045,3,0,0,0,0,0
TXN0005381,M0208,50.74,upi,android,IN-UP,1700,735,1,3,176.4,0.1531,1,1,0,0,0,0
TXN0005382,M0242,150.93,upi,api,IN-TN,385,1236,3,7,100.3,0.1967,2,0,0,0,0,0
TXN0005383,M0002,308.42,card,api,IN-MH,316,844,2,5,38.7,0.1445,0,0,0,0,0,0
TXN0005384,M0178,236.93,netbanking,web,IN-TN,1177,216,3,12,14.3,0.5665,1,0,0,0,0,0
TXN0005385,M0088,374.22,wallet,ios,IN-GJ,1365,790,4,11,136.5,0.394,0,0,0,0,0,0
TXN0005386,M0352,91.91,upi,web,IN-TN,1498,1435,1,8,175.7,0.3535,2,0,0,0,1,0
TXN0005387,M0212,43.58,card,web,IN-MH,1796,385,1,7,35.0,0.4705,1,0,0,0,0,0
TXN0005388,M0142,72.21,card,web,IN-WB,1615,603,4,8,82.9,0.2612,2,0,0,0,0,0
TXN0005389,M0363,427.23,card,web,IN-MH,446,368,3,7,24.0,0.1452,1,0,0,0,0,0
TXN0005390,M0021,507.05,upi,android,IN-DL,529,1457,3,9,109.0,0.2251,1,0,0,0,0,0
TXN0005391,M0026,152.23,wallet,ios,IN-MH,905,462,0,3,59.4,0.1394,1,0,0,0,0,0
TXN0005392,M0354,816.94,card,android,IN-WB,537,692,2,6,124.4,0.1287,1,0,0,0,0,0
TXN0005393,M0358,153.06,upi,ios,IN-DL,1366,404,3,10,137.4,0.3255,5,0,0,0,0,1
TXN0005394,M0272,107.82,upi,api,IN-GJ,1481,87,2,5,55.2,0.1321,0,0,0,0,0,0
TXN0005395,M0288,43.91,card,web,IN-GJ,1322,448,3,5,50.1,0.3585,2,0,0,0,0,0
TXN0005396,M0268,166.88,card,web,IN-UP,17,933,2,10,94.7,0.4478,1,0,0,0,0,1
TXN0005397,M0247,519.81,netbanking,web,IN-TN,1499,661,4,9,40.9,0.176,0,0,0,0,1,0
TXN0005398,M0319,640.0,wallet,api,IN-KA,517,49,0,8,72.8,0.3438,3,0,0,0,1,0
TXN0005399,M0018,524.39,card,web,IN-TN,627,435,3,11,28.8,0.4977,2,1,0,0,0,1
TXN0005400,M0245,296.62,upi,web,IN-MH,1007,26,1,4,44.8,0.2829,2,0,0,0,0,0
TXN0005401,M0052,888.64,card,android,IN-WB,218,1041,1,5,15.4,0.5035,1,0,0,0,1,0
TXN0005402,M0132,68.32,card,web,IN-MH,1318,1415,2,6,58.6,0.2359,0,0,0,0,0,0
TXN0005403,M0109,588.73,card,ios,IN-UP,1217,458,5,12,63.6,0.3632,1,0,0,0,0,0
TXN0005404,M0357,238.46,upi,web,IN-TN,806,620,6,14,65.7,0.3218,2,0,0,0,0,0
TXN0005405,M0119,222.19,upi,web,IN-MH,611,891,4,6,107.2,0.2452,1,0,0,0,0,0
TXN0005406,M0178,43.38,card,android,IN-WB,512,706,3,9,114.1,0.331,1,0,0,0,0,0
TXN0005407,M0111,253.23,upi,api,IN-GJ,1163,249,3,8,177.9,0.1423,0,0,0,0,0,0
TXN0005408,M0224,570.77,upi,android,IN-WB,1780,116,3,5,103.5,0.2781,0,0,0,0,0,0
TXN0005409,M0006,21.42,card,android,IN-TN,852,831,1,7,52.8,0.2659,1,0,0,0,0,0
TXN0005410,M0358,398.82,card,android,IN-WB,1754,1345,0,4,29.2,0.3177,1,1,0,0,0,0
TXN0005411,M0286,18.32,upi,api,IN-DL,826,199,4,10,62.2,0.4176,1,1,0,0,0,0
TXN0005412,M0122,43.62,card,ios,IN-DL,8,244,1,7,68.3,0.2158,2,0,0,1,0,0
TXN0005413,M0210,163.8,card,web,IN-WB,1586,1038,2,8,108.3,0.2612,3,0,0,0,1,0
TXN0005414,M0247,876.26,card,ios,IN-WB,633,243,1,4,112.8,0.1514,1,0,0,0,0,0
TXN0005415,M0149,158.36,card,web,IN-GJ,1153,539,6,11,154.9,0.4357,3,0,0,0,0,1
TXN0005416,M0145,287.99,upi,ios,IN-TN,845,232,1,8,62.8,0.3441,1,0,0,0,0,0
TXN0005417,M0034,72.47,upi,web,IN-UP,1124,365,1,8,90.2,0.3298,0,0,0,0,0,0
TXN0005418,M0033,148.22,netbanking,web,IN-GJ,1373,106,4,13,172.8,0.1719,2,0,0,0,0,0
TXN0005419,M0286,170.39,card,android,IN-WB,1747,1121,2,5,48.5,0.3122,2,0,0,0,0,0
TXN0005420,M0391,917.98,wallet,api,IN-TN,1725,1133,6,15,66.3,0.2801,1,0,0,0,1,0
TXN0005421,M0102,85.26,card,android,IN-UP,486,1025,7,14,116.2,0.4301,1,0,0,0,0,1
TXN0005422,M0318,93.11,card,web,IN-MH,40,1106,1,7,22.3,0.5887,0,0,0,0,0,0
TXN0005423,M0010,528.36,card,android,IN-TN,1239,1225,2,10,36.2,0.2872,1,0,0,0,0,1
TXN0005424,M0320,140.63,upi,android,IN-WB,366,787,0,11,67.5,0.2124,3,1,0,0,1,0
TXN0005425,M0218,201.57,card,android,IN-TN,640,1373,2,6,78.7,0.1772,0,0,0,0,1,0
TXN0005426,M0008,278.15,upi,web,IN-DL,1356,1174,2,8,104.0,0.3749,2,0,0,0,0,0
TXN0005427,M0368,95.24,card,web,IN-TN,1078,1083,2,10,13.7,0.2247,1,0,0,0,0,0
TXN0005428,M0102,23.12,upi,web,IN-DL,1078,744,4,11,80.8,0.232,2,0,0,0,0,0
TXN0005429,M0270,527.48,upi,web,IN-WB,1470,289,4,17,47.6,0.5428,1,0,0,0,0,0
TXN0005430,M0342,202.17,card,android,IN-KA,1138,1126,2,8,82.6,0.3493,3,0,0,0,0,0
TXN0005431,M0226,50.2,upi,android,IN-MH,1661,1331,5,10,10.5,0.3076,2,0,0,0,0,0
TXN0005432,M0141,391.92,upi,android,IN-GJ,356,1027,2,5,82.5,0.2109,2,0,0,0,0,0
TXN0005433,M0084,1342.37,wallet,web,IN-UP,769,356,2,11,74.8,0.2036,1,0,0,0,1,0
TXN0005434,M0233,593.22,upi,web,IN-KA,796,806,1,4,43.1,0.1869,1,0,0,0,0,0
TXN0005435,M0184,1442.16,card,android,IN-GJ,1497,948,5,9,101.3,0.2484,1,0,0,0,0,0
TXN0005436,M0192,52.73,netbanking,ios,IN-TN,1503,797,4,7,19.9,0.2724,0,0,0,0,1,0
TXN0005437,M0160,231.02,netbanking,ios,IN-KA,603,670,1,7,109.9,0.6448,1,1,0,0,0,0
TXN0005438,M0118,256.67,wallet,ios,IN-KA,1654,464,1,6,58.4,0.1486,2,0,0,0,0,0
TXN0005439,M0191,160.16,upi,ios,IN-MH,1190,1199,2,6,24.2,0.3122,2,0,0,0,0,0
TXN0005440,M0121,129.7,card,android,IN-KA,424,343,2,10,186.2,0.3836,1,0,0,0,0,0
TXN0005441,M0313,9.33,card,ios,IN-KA,1579,1257,1,7,34.9,0.4081,3,0,0,0,0,0
TXN0005442,M0102,977.94,upi,android,IN-UP,310,1439,3,9,27.4,0.5089,1,0,0,0,1,0
TXN0005443,M0269,35.74,card,api,IN-UP,1234,1048,3,7,30.2,0.2981,2,0,0,0,0,0
TXN0005444,M0156,444.37,upi,web,IN-MH,1678,569,5,12,70.9,0.3295,0,0,0,0,0,0
TXN0005445,M0354,181.98,upi,android,IN-MH,1270,590,9,13,150.5,0.392,3,0,0,0,1,0
TXN0005446,M0274,174.59,card,ios,IN-MH,903,455,5,9,20.0,0.4821,1,0,0,0,0,0
TXN0005447,M0216,146.57,upi,android,IN-WB,1507,1261,2,6,13.3,0.2457,2,0,0,0,1,0
TXN0005448,M0339,219.64,card,api,IN-GJ,341,656,6,18,138.8,0.2766,1,0,0,0,0,0
TXN0005449,M0086,341.63,netbanking,android,IN-TN,455,417,3,8,16.6,0.2463,1,0,0,0,0,0
TXN0005450,M0123,466.22,card,android,IN-KA,1161,1137,1,6,127.0,0.3358,2,0,0,0,0,0
TXN0005451,M0323,158.71,upi,android,IN-DL,1344,592,2,9,155.7,0.1397,1,1,0,0,0,0
TXN0005452,M0302,53.92,card,api,IN-DL,493,1252,2,11,81.8,0.2329,0,0,0,0,0,0
TXN0005453,M0223,52.1,card,web,IN-UP,1148,440,2,5,27.5,0.0493,1,0,0,0,0,0
TXN0005454,M0351,508.72,card,web,IN-GJ,1420,956,1,9,104.9,0.1463,0,0,0,0,0,0
TXN0005455,M0327,137.23,netbanking,android,IN-DL,983,1321,4,12,117.3,0.4545,2,0,0,0,1,0
TXN0005456,M0138,64.6,card,android,IN-WB,294,307,3,9,80.5,0.2474,0,0,0,0,0,0
TXN0005457,M0308,85.73,upi,web,IN-GJ,1755,454,2,7,44.8,0.1982,1,0,0,0,0,0
TXN0005458,M0264,163.87,netbanking,ios,IN-TN,644,220,3,9,171.3,0.2671,2,0,0,0,0,0
TXN0005459,M0026,49.88,card,api,IN-GJ,743,1147,3,7,130.8,0.2657,0,0,0,0,0,0
TXN0005460,M0381,174.48,card,api,IN-TN,1031,154,5,9,101.5,0.3496,2,0,0,0,0,1
TXN0005461,M0130,630.19,upi,web,IN-UP,423,951,0,6,221.7,0.2021,0,0,0,0,1,0
TXN0005462,M0295,159.85,card,android,IN-DL,134,1279,4,12,32.5,0.3172,3,1,0,0,0,0
TXN0005463,M0277,30.73,card,ios,IN-WB,1510,991,4,13,83.0,0.3016,5,1,0,0,0,0
TXN0005464,M0178,428.69,upi,web,IN-TN,1355,1170,1,11,57.6,0.2045,1,0,0,0,0,0
TXN0005465,M0270,546.29,wallet,web,IN-TN,334,944,2,7,29.0,0.3097,1,0,0,0,0,0
TXN0005466,M0390,575.87,card,web,IN-MH,927,932,1,6,12.7,0.2239,1,0,0,0,0,0
TXN0005467,M0014,190.94,card,ios,IN-MH,1341,940,1,6,41.5,0.2511,2,0,0,0,1,0
TXN0005468,M0182,1852.77,upi,android,IN-DL,1770,704,4,8,19.5,0.1407,3,0,0,0,0,1
TXN0005469,M0007,375.75,card,web,IN-UP,1670,218,0,9,64.8,0.2858,1,0,0,0,1,0
TXN0005470,M0312,3578.7,wallet,android,IN-TN,120,967,3,9,149.8,0.0742,0,0,0,0,0,1
